precip,temp,hail,area-damaged,severity,seed-tmt,germination,plant-growth,leaves,leafspots-halo,leafspot-size,leaf-malf,leaf-mild,stem,canker-lesion,fruiting-bodies,external-decay,int-discolor,fruit-pods,seed,roots,class
norm,norm,yes,scattered,pot-severe,fungicide,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,brown,present,absent,none,diseased,norm,norm,brown-spot
gt-norm,gt-norm,yes,low-areas,pot-severe,other,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,brown-spot
norm,norm,yes,upper-areas,minor,none,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,brown-spot
gt-norm,gt-norm,yes,whole-field,minor,fungicide,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,brown-spot
norm,norm,yes,scattered,minor,other,lt-80,abnorm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,brown-spot
gt-norm,gt-norm,no,low-areas,minor,none,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,brown-spot
gt-norm,norm,yes,low-areas,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,brown-spot
gt-norm,norm,yes,upper-areas,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,brown-spot
gt-norm,norm,yes,whole-field,pot-severe,none,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,brown,present,absent,none,norm,norm,norm,brown-spot
gt-norm,norm,yes,low-areas,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,brown,present,absent,none,norm,norm,norm,brown-spot
gt-norm,norm,yes,upper-areas,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,brown,present,absent,none,norm,norm,norm,brown-spot
gt-norm,norm,yes,whole-field,pot-severe,none,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,brown-spot
gt-norm,norm,yes,whole-field,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,brown-spot
gt-norm,norm,yes,whole-field,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,brown,present,absent,none,norm,norm,norm,brown-spot
gt-norm,norm,yes,whole-field,pot-severe,none,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,brown-spot
gt-norm,norm,yes,low-areas,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,brown-spot
gt-norm,norm,yes,upper-areas,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,brown,present,absent,none,norm,norm,norm,brown-spot
gt-norm,norm,yes,whole-field,pot-severe,none,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,brown-spot
gt-norm,norm,yes,whole-field,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,brown-spot
gt-norm,norm,yes,whole-field,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,brown,present,absent,none,norm,norm,norm,brown-spot
gt-norm,norm,yes,low-areas,pot-severe,none,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,brown-spot
gt-norm,norm,yes,upper-areas,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,brown-spot
gt-norm,norm,yes,whole-field,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,brown,present,absent,none,norm,norm,norm,brown-spot
gt-norm,norm,yes,low-areas,pot-severe,none,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,brown,present,absent,none,norm,norm,norm,brown-spot
gt-norm,norm,yes,upper-areas,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,brown,present,absent,none,norm,norm,norm,brown-spot
gt-norm,norm,yes,whole-field,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,brown-spot
gt-norm,norm,yes,whole-field,pot-severe,none,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,brown-spot
gt-norm,norm,yes,low-areas,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,brown,present,absent,none,norm,norm,norm,brown-spot
gt-norm,norm,yes,whole-field,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,brown,present,absent,none,norm,norm,norm,brown-spot
gt-norm,norm,yes,whole-field,pot-severe,none,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,brown,present,absent,none,norm,norm,norm,brown-spot
gt-norm,norm,yes,low-areas,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,brown-spot
gt-norm,norm,yes,upper-areas,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,brown-spot
gt-norm,norm,yes,whole-field,pot-severe,none,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,brown,present,absent,none,norm,norm,norm,brown-spot
gt-norm,norm,yes,low-areas,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,brown,present,absent,none,norm,norm,norm,brown-spot
gt-norm,norm,yes,upper-areas,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,brown,present,absent,none,norm,norm,norm,brown-spot
gt-norm,norm,yes,whole-field,pot-severe,none,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,brown,present,absent,none,norm,norm,norm,brown-spot
gt-norm,norm,yes,whole-field,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,brown,present,absent,none,norm,norm,norm,brown-spot
gt-norm,norm,yes,upper-areas,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,abnorm,brown,present,absent,none,norm,norm,norm,brown-spot
gt-norm,norm,no,low-areas,pot-severe,fungicide,80-89,norm,abnorm,no-yellow-halos,lt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,bacterial-blight
norm,norm,yes,upper-areas,minor,none,lt-80,norm,abnorm,yellow-halos,lt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,bacterial-blight
norm,norm,yes,scattered,minor,none,lt-80,norm,abnorm,yellow-halos,lt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,bacterial-blight
norm,gt-norm,yes,upper-areas,minor,none,80-89,norm,abnorm,yellow-halos,lt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,bacterial-blight
gt-norm,norm,no,whole-field,pot-severe,fungicide,lt-80,abnorm,abnorm,no-yellow-halos,lt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,bacterial-blight
norm,norm,yes,scattered,minor,none,90-100,abnorm,abnorm,yellow-halos,lt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,bacterial-blight
gt-norm,norm,no,low-areas,pot-severe,fungicide,80-89,norm,abnorm,no-yellow-halos,lt-1/8,present,absent,norm,dna,absent,absent,none,norm,norm,norm,bacterial-blight
gt-norm,norm,no,upper-areas,pot-severe,fungicide,80-89,abnorm,abnorm,no-yellow-halos,lt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,bacterial-blight
norm,norm,yes,whole-field,minor,none,lt-80,norm,abnorm,yellow-halos,lt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,bacterial-blight
gt-norm,norm,no,scattered,pot-severe,fungicide,80-89,abnorm,abnorm,no-yellow-halos,lt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,bacterial-blight
norm,lt-norm,no,whole-field,minor,none,80-89,norm,abnorm,yellow-halos,lt-1/8,absent,absent,norm,dna,absent,absent,none,norm,abnorm,norm,bacterial-pustule
norm,norm,yes,scattered,minor,fungicide,lt-80,norm,abnorm,yellow-halos,lt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,rotted,bacterial-pustule
norm,gt-norm,no,low-areas,minor,none,80-89,norm,abnorm,no-yellow-halos,lt-1/8,absent,absent,norm,dna,absent,absent,none,norm,abnorm,norm,bacterial-pustule
norm,norm,yes,upper-areas,minor,none,lt-80,norm,abnorm,no-yellow-halos,lt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,rotted,bacterial-pustule
gt-norm,norm,no,low-areas,pot-severe,fungicide,80-89,norm,abnorm,yellow-halos,lt-1/8,absent,absent,norm,dna,absent,absent,none,norm,abnorm,norm,bacterial-pustule
gt-norm,norm,no,whole-field,pot-severe,none,80-89,norm,abnorm,yellow-halos,lt-1/8,absent,absent,norm,dna,absent,absent,none,norm,abnorm,norm,bacterial-pustule
norm,norm,no,low-areas,minor,fungicide,80-89,norm,abnorm,yellow-halos,lt-1/8,absent,absent,norm,dna,absent,absent,none,norm,abnorm,norm,bacterial-pustule
gt-norm,gt-norm,yes,upper-areas,pot-severe,fungicide,lt-80,norm,abnorm,yellow-halos,lt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,rotted,bacterial-pustule
norm,gt-norm,no,low-areas,minor,none,80-89,abnorm,abnorm,yellow-halos,lt-1/8,present,absent,norm,dna,absent,absent,none,norm,abnorm,norm,bacterial-pustule
gt-norm,lt-norm,yes,upper-areas,pot-severe,none,lt-80,norm,abnorm,yellow-halos,lt-1/8,present,absent,norm,dna,absent,absent,none,norm,norm,rotted,bacterial-pustule
gt-norm,gt-norm,no,upper-areas,minor,none,80-89,norm,abnorm,no-yellow-halos,lt-1/8,absent,absent,norm,tan,absent,absent,none,diseased,abnorm,norm,purple-seed-stain
gt-norm,lt-norm,no,whole-field,minor,fungicide,lt-80,norm,abnorm,no-yellow-halos,lt-1/8,absent,absent,abnorm,tan,absent,absent,none,diseased,abnorm,norm,purple-seed-stain
gt-norm,gt-norm,no,low-areas,minor,fungicide,lt-80,norm,abnorm,no-yellow-halos,lt-1/8,absent,absent,norm,tan,absent,absent,none,diseased,abnorm,norm,purple-seed-stain
gt-norm,gt-norm,no,scattered,minor,none,lt-80,norm,abnorm,no-yellow-halos,lt-1/8,absent,absent,norm,tan,absent,absent,none,diseased,abnorm,norm,purple-seed-stain
gt-norm,lt-norm,yes,low-areas,minor,none,80-89,norm,abnorm,no-yellow-halos,lt-1/8,absent,absent,abnorm,tan,absent,absent,none,diseased,abnorm,norm,purple-seed-stain
gt-norm,norm,yes,upper-areas,minor,none,lt-80,norm,norm,absent,dna,absent,absent,abnorm,tan,absent,absent,none,diseased,abnorm,norm,purple-seed-stain
gt-norm,gt-norm,yes,whole-field,minor,none,80-89,norm,norm,absent,dna,absent,absent,norm,tan,absent,absent,none,norm,abnorm,norm,purple-seed-stain
gt-norm,lt-norm,yes,whole-field,minor,none,lt-80,norm,norm,absent,dna,absent,absent,norm,tan,absent,absent,none,norm,abnorm,norm,purple-seed-stain
gt-norm,gt-norm,yes,low-areas,minor,fungicide,lt-80,norm,norm,absent,dna,absent,absent,norm,tan,absent,absent,none,norm,abnorm,norm,purple-seed-stain
gt-norm,norm,yes,whole-field,minor,fungicide,lt-80,norm,abnorm,no-yellow-halos,lt-1/8,absent,absent,abnorm,tan,absent,absent,none,diseased,abnorm,norm,purple-seed-stain
gt-norm,norm,yes,scattered,minor,none,90-100,norm,abnorm,absent,dna,absent,absent,abnorm,brown,absent,firm-and-dry,none,norm,abnorm,norm,anthracnose
gt-norm,norm,yes,upper-areas,minor,other,lt-80,abnorm,abnorm,absent,dna,absent,absent,abnorm,brown,absent,firm-and-dry,none,norm,abnorm,norm,anthracnose
gt-norm,norm,yes,scattered,minor,fungicide,80-89,norm,abnorm,absent,dna,absent,absent,abnorm,brown,present,firm-and-dry,none,diseased,abnorm,norm,anthracnose
gt-norm,norm,yes,scattered,minor,other,80-89,abnorm,abnorm,absent,dna,absent,absent,abnorm,brown,absent,firm-and-dry,none,norm,abnorm,norm,anthracnose
gt-norm,gt-norm,no,low-areas,pot-severe,none,90-100,norm,abnorm,absent,dna,absent,absent,abnorm,dk-brown-blk,present,firm-and-dry,none,diseased,abnorm,norm,anthracnose
gt-norm,norm,yes,whole-field,pot-severe,none,80-89,norm,norm,absent,dna,absent,absent,abnorm,dk-brown-blk,present,absent,none,diseased,abnorm,norm,anthracnose
gt-norm,norm,yes,low-areas,pot-severe,fungicide,90-100,norm,norm,absent,dna,absent,absent,abnorm,dk-brown-blk,present,absent,none,diseased,abnorm,norm,anthracnose
gt-norm,norm,yes,whole-field,pot-severe,none,90-100,norm,norm,absent,dna,absent,absent,abnorm,dk-brown-blk,present,absent,none,diseased,abnorm,norm,anthracnose
gt-norm,norm,yes,upper-areas,pot-severe,none,lt-80,norm,norm,absent,dna,absent,absent,abnorm,dk-brown-blk,present,absent,none,diseased,abnorm,norm,anthracnose
gt-norm,norm,yes,whole-field,pot-severe,fungicide,90-100,norm,norm,absent,dna,absent,absent,abnorm,dk-brown-blk,present,absent,none,diseased,abnorm,norm,anthracnose
gt-norm,norm,yes,upper-areas,pot-severe,fungicide,lt-80,norm,norm,absent,dna,absent,absent,abnorm,dk-brown-blk,absent,absent,none,diseased,norm,norm,anthracnose
gt-norm,gt-norm,no,low-areas,minor,fungicide,lt-80,abnorm,abnorm,absent,dna,absent,absent,abnorm,dk-brown-blk,present,firm-and-dry,none,diseased,norm,norm,anthracnose
gt-norm,gt-norm,no,low-areas,minor,fungicide,90-100,abnorm,abnorm,absent,dna,absent,absent,abnorm,dk-brown-blk,present,firm-and-dry,none,diseased,norm,norm,anthracnose
gt-norm,gt-norm,no,upper-areas,pot-severe,none,80-89,norm,abnorm,absent,dna,absent,absent,abnorm,brown,present,firm-and-dry,none,diseased,norm,norm,anthracnose
gt-norm,gt-norm,no,whole-field,minor,fungicide,lt-80,norm,abnorm,absent,dna,absent,absent,abnorm,dk-brown-blk,present,firm-and-dry,none,diseased,norm,norm,anthracnose
gt-norm,norm,yes,low-areas,severe,none,90-100,norm,norm,absent,dna,absent,absent,abnorm,dk-brown-blk,absent,absent,none,diseased,norm,norm,anthracnose
gt-norm,norm,yes,upper-areas,pot-severe,fungicide,80-89,norm,norm,absent,dna,absent,absent,abnorm,dk-brown-blk,present,absent,none,diseased,abnorm,norm,anthracnose
gt-norm,norm,yes,whole-field,pot-severe,none,90-100,norm,norm,absent,dna,absent,absent,abnorm,dk-brown-blk,present,absent,none,diseased,abnorm,norm,anthracnose
gt-norm,norm,yes,low-areas,severe,fungicide,80-89,norm,norm,absent,dna,absent,absent,abnorm,dk-brown-blk,absent,absent,none,diseased,norm,norm,anthracnose
gt-norm,norm,yes,upper-areas,pot-severe,none,90-100,norm,norm,absent,dna,absent,absent,abnorm,dk-brown-blk,present,absent,none,diseased,abnorm,norm,anthracnose
gt-norm,norm,yes,whole-field,pot-severe,fungicide,80-89,norm,norm,absent,dna,absent,absent,abnorm,dk-brown-blk,present,absent,none,diseased,abnorm,norm,anthracnose
gt-norm,norm,yes,whole-field,pot-severe,none,90-100,norm,norm,absent,dna,absent,absent,abnorm,dk-brown-blk,present,absent,none,diseased,norm,norm,anthracnose
gt-norm,norm,yes,low-areas,pot-severe,fungicide,80-89,norm,norm,absent,dna,absent,absent,abnorm,dk-brown-blk,absent,absent,none,diseased,norm,norm,anthracnose
gt-norm,norm,yes,low-areas,pot-severe,none,80-89,norm,norm,absent,dna,absent,absent,abnorm,dk-brown-blk,present,absent,none,diseased,norm,norm,anthracnose
lt-norm,norm,no,scattered,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,gt-1/8,present,absent,norm,dna,absent,absent,none,norm,norm,norm,phyllosticta-leaf-spot
lt-norm,norm,no,whole-field,minor,none,lt-80,abnorm,abnorm,no-yellow-halos,gt-1/8,present,absent,norm,dna,absent,absent,none,norm,norm,norm,phyllosticta-leaf-spot
norm,norm,yes,whole-field,pot-severe,none,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,phyllosticta-leaf-spot
norm,norm,yes,scattered,pot-severe,none,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,phyllosticta-leaf-spot
lt-norm,gt-norm,no,upper-areas,minor,fungicide,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,phyllosticta-leaf-spot
lt-norm,gt-norm,no,whole-field,minor,none,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,phyllosticta-leaf-spot
norm,gt-norm,yes,scattered,minor,none,90-100,abnorm,abnorm,no-yellow-halos,gt-1/8,present,absent,norm,dna,absent,absent,none,norm,norm,norm,phyllosticta-leaf-spot
norm,gt-norm,yes,upper-areas,minor,fungicide,80-89,abnorm,abnorm,no-yellow-halos,gt-1/8,present,absent,norm,dna,absent,absent,none,norm,norm,norm,phyllosticta-leaf-spot
norm,gt-norm,yes,scattered,minor,fungicide,80-89,norm,abnorm,no-yellow-halos,gt-1/8,present,absent,norm,dna,absent,absent,none,norm,norm,norm,phyllosticta-leaf-spot
norm,gt-norm,yes,whole-field,minor,fungicide,80-89,norm,abnorm,no-yellow-halos,gt-1/8,present,absent,norm,dna,absent,absent,none,norm,norm,norm,phyllosticta-leaf-spot
gt-norm,gt-norm,yes,upper-areas,minor,fungicide,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,alternarialeaf-spot
gt-norm,gt-norm,yes,upper-areas,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,alternarialeaf-spot
gt-norm,gt-norm,yes,whole-field,pot-severe,fungicide,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,alternarialeaf-spot
gt-norm,norm,yes,upper-areas,minor,none,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,alternarialeaf-spot
gt-norm,norm,yes,whole-field,minor,fungicide,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,alternarialeaf-spot
gt-norm,norm,yes,upper-areas,minor,none,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,alternarialeaf-spot
gt-norm,norm,yes,whole-field,minor,fungicide,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,alternarialeaf-spot
gt-norm,norm,yes,scattered,minor,fungicide,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,alternarialeaf-spot
gt-norm,norm,no,scattered,pot-severe,fungicide,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,abnorm,norm,alternarialeaf-spot
gt-norm,norm,no,low-areas,pot-severe,fungicide,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,alternarialeaf-spot
gt-norm,norm,no,scattered,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,abnorm,norm,alternarialeaf-spot
norm,gt-norm,no,low-areas,minor,other,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,alternarialeaf-spot
gt-norm,norm,yes,upper-areas,minor,none,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,abnorm,norm,alternarialeaf-spot
norm,norm,no,scattered,minor,other,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,abnorm,norm,alternarialeaf-spot
gt-norm,norm,no,upper-areas,pot-severe,fungicide,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,abnorm,norm,alternarialeaf-spot
norm,gt-norm,no,whole-field,minor,other,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,alternarialeaf-spot
gt-norm,gt-norm,yes,scattered,minor,none,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,abnorm,norm,alternarialeaf-spot
norm,gt-norm,no,scattered,pot-severe,fungicide,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,abnorm,norm,alternarialeaf-spot
gt-norm,norm,yes,low-areas,minor,other,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,alternarialeaf-spot
norm,gt-norm,no,upper-areas,minor,none,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,abnorm,norm,alternarialeaf-spot
gt-norm,norm,yes,scattered,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,alternarialeaf-spot
gt-norm,gt-norm,yes,low-areas,pot-severe,fungicide,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,alternarialeaf-spot
gt-norm,gt-norm,yes,upper-areas,minor,none,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,alternarialeaf-spot
gt-norm,gt-norm,yes,whole-field,minor,fungicide,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,alternarialeaf-spot
gt-norm,gt-norm,yes,scattered,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,alternarialeaf-spot
gt-norm,gt-norm,yes,low-areas,minor,fungicide,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,alternarialeaf-spot
gt-norm,gt-norm,yes,whole-field,minor,fungicide,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,alternarialeaf-spot
gt-norm,gt-norm,yes,scattered,pot-severe,none,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,alternarialeaf-spot
gt-norm,gt-norm,yes,low-areas,minor,fungicide,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,alternarialeaf-spot
gt-norm,norm,yes,upper-areas,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,alternarialeaf-spot
gt-norm,gt-norm,yes,whole-field,minor,fungicide,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,alternarialeaf-spot
gt-norm,gt-norm,yes,scattered,minor,none,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,alternarialeaf-spot
gt-norm,norm,yes,low-areas,pot-severe,fungicide,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,alternarialeaf-spot
gt-norm,norm,yes,upper-areas,pot-severe,none,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,alternarialeaf-spot
gt-norm,gt-norm,yes,whole-field,pot-severe,fungicide,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,alternarialeaf-spot
gt-norm,gt-norm,yes,scattered,minor,none,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,alternarialeaf-spot
gt-norm,norm,yes,low-areas,pot-severe,fungicide,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,alternarialeaf-spot
gt-norm,norm,yes,upper-areas,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,alternarialeaf-spot
gt-norm,gt-norm,yes,whole-field,minor,fungicide,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,alternarialeaf-spot
gt-norm,gt-norm,yes,scattered,minor,none,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,alternarialeaf-spot
gt-norm,gt-norm,yes,low-areas,pot-severe,fungicide,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,alternarialeaf-spot
gt-norm,gt-norm,yes,upper-areas,minor,none,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,alternarialeaf-spot
gt-norm,gt-norm,yes,whole-field,minor,fungicide,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,alternarialeaf-spot
gt-norm,gt-norm,yes,scattered,minor,none,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,alternarialeaf-spot
gt-norm,gt-norm,yes,low-areas,pot-severe,fungicide,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,alternarialeaf-spot
gt-norm,gt-norm,yes,upper-areas,minor,none,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,alternarialeaf-spot
gt-norm,gt-norm,yes,whole-field,pot-severe,fungicide,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,alternarialeaf-spot
gt-norm,gt-norm,yes,low-areas,minor,none,80-89,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,alternarialeaf-spot
gt-norm,gt-norm,yes,upper-areas,pot-severe,fungicide,lt-80,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,alternarialeaf-spot
gt-norm,gt-norm,yes,low-areas,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,gt-1/8,absent,absent,norm,dna,absent,absent,none,norm,norm,norm,alternarialeaf-spot
